"ID","RNAi_1","RNAi_3","RNAi_4","Untreated_1","Untreated_3","Untreated_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0344560",342.584681556284,460.294466147683,564.171896675783,205.317960535519,99.6305302864693,114.977549187253,0.00326561717777425,-2.46125099147933,1.83544130945046e-07,0.181589036670541,2.48603472814952
"FBtr0081635",3961.15910339477,3898.03288963285,3797.80738089193,2172.81560161809,2037.40721516876,2323.19259861409,9.79669609445218e-15,-1.20515849978353,5.50623656387825e-19,0.433721690698221,14.0089203640905
"FBtr0346276",863.474060478019,798.167099600787,842.201986716759,503.816021530579,516.697651515271,517.599316827242,8.02803852710279e-07,-1.01439259762795,4.51216194194177e-11,0.49503670431719,6.0953905519708
"FBtr0332963",245.656006879617,242.155960641905,241.988621569934,88.5838753443723,102.624123530295,90.1794208597438,7.15329203910389e-13,-1.99031990911921,4.02051036370497e-17,0.251683072088721,12.1454940441598
"FBtr0303709",71.9852388440332,95.6993189843011,64.9078190914837,20.3375475913872,14.5851869206019,18.2821323749643,4.04271780025276e-09,-3.08221061002278,2.2722109938471e-13,0.118076141669237,8.39332657330161
"FBtr0346541",33.4743145426093,32.9583259488745,22.7165619095242,4.13797089995703,8.44113258438129,7.54385106902335,8.53485656619392e-05,-3.14807385770825,4.79701920312159e-09,0.11280681572327,4.06880377308867
"FBtr0076454",2163.40228849619,2231.11735670382,2463.60418077299,974.214460881528,797.147854747585,994.232797967338,4.26594974505393e-21,-1.89022581675416,2.39767858872186e-25,0.269764831084428,20.369984265055
"FBtr0075541",231.044132397989,209.575908249998,198.719549957135,66.6649865283593,80.0902789235762,81.4854730939631,1.3443368829629e-11,-2.15950656800385,7.55585028643715e-16,0.223832810162564,10.8714918859857
"FBtr0082018",433.897296130308,422.291394613299,424.334348653712,254.047893852712,255.405024246178,282.070774825251,0.00182837095469583,-1.00669709586038,1.02763655277419e-07,0.497684342327638,2.7379356864833
"FBtr0082017",78.5994312715833,61.2524495693175,75.9230214362349,13.0086114701891,22.6299341497525,21.8127420127656,1.94213913445502e-08,-2.77940279352697,1.09157999913164e-12,0.145651978756524,7.71171966054461
"FBtr0344873",32.0676703334505,33.9573018288589,44.8420609287625,8.90631309860509,6.58959524629761,4.85513009818051,6.39161974921686e-09,-3.72298357178697,3.59241217919113e-13,0.0757304036269259,8.19438907000962
"FBtr0087789",75.2526988927994,66.6304396058894,81.7225798059739,212.579280755601,216.055199782384,229.981019233225,1.97940501310956e-14,2.25324380847598,1.11252529963442e-18,4.76753592070599,13.7034653341604
"FBtr0100470",2365.91568578647,3271.43456725282,2989.74017997845,1750.05746691725,1401.47614594856,1568.32515704977,0.000388665827825033,-1.25520282999555,2.18449768336911e-08,0.418934664733465,3.41042364161576
